wavelength,intensity
300.0,208.76587183941743
302.0,204.88967722202423
304.0,183.97746857282846
306.0,162.6240087145896
308.0,157.5826829649378
310.0,169.03187585285744
312.0,177.07216838546725
314.0,169.49737095583242
316.0,159.30162879048905
318.0,141.21321015931576
320.0,122.08207161950007
322.0,119.52563592875016
324.0,148.89147149688068
326.0,184.6491648479434
328.0,194.11008270036265
330.0,144.42266691719692
332.0,146.93183374288122
334.0,167.77850775263315
336.0,171.95457618021348
338.0,191.79155201909612
340.0,210.76639325917625
342.0,238.8095032413062
344.0,251.43326750715826
346.0,239.15329129876432
348.0,201.2141974086356
350.0,184.15517085170532
352.0,189.11902171602375
354.0,177.07199311230966
356.0,148.29695033364632
358.0,129.21815695267944
360.0,139.0878666620471
362.0,166.0311057366073
364.0,157.17625248609434
366.0,106.9397062876624
368.0,93.69913586862477
370.0,113.12069536034389
372.0,132.65418368719816
374.0,106.63173475864566
376.0,101.23910630480262
378.0,98.78353160607546
380.0,86.25234985239966
382.0,76.3633955991744
384.0,73.42659514292508
386.0,76.24216708135702
388.0,51.09826638489154
390.0,44.59122891890126
392.0,30.83064251220965
394.0,45.01843661693467
396.0,68.49277278397082
398.0,84.62209889747338
400.0,68.2500376868462
402.0,44.40242293866882
404.0,59.380118763183944
406.0,76.32292771437582
408.0,94.51627471523798
410.0,75.25441283442105
412.0,66.7096748595013
414.0,63.357102623164366
416.0,55.52606189604702
418.0,66.4097209643595
420.0,73.75388864351076
422.0,46.98432938657622
424.0,30.469554267240706
426.0,24.745441104391343
428.0,44.572945198006884
430.0,85.5209826976034
432.0,60.55835293048361
434.0,36.37856734612476
436.0,41.465173483624945
438.0,34.31224922566221
440.0,51.62755661147367
442.0,74.13740310779545
444.0,71.72153572250846
446.0,67.53352582343818
448.0,55.421399463021665
450.0,57.7960166150758
452.0,58.66560840539599
454.0,38.78745208423981
456.0,42.459480408902174
458.0,82.87518505145972
460.0,112.30146235683398
462.0,103.3380683682222
464.0,68.28190451243292
466.0,88.41701524772652
468.0,92.80196782484326
470.0,91.59588899046118
472.0,73.49953926229755
474.0,63.679030690625204
476.0,79.00268128480229
478.0,76.34479363072913
480.0,78.94480264843295
482.0,121.30608478902131
484.0,104.70116836392303
486.0,58.32392084353225
488.0,40.96767981205607
490.0,56.52160376364273
492.0,72.75117511186012
494.0,44.91448953407119
496.0,40.31896955740282
498.0,44.121645937137465
500.0,67.47410180408227
502.0,77.04729518149303
504.0,83.11876012749859
506.0,72.19959354284842
508.0,84.27405621529891
510.0,75.25392730807886
512.0,50.59864834689451
514.0,55.426789417887456
516.0,77.95739281597203
518.0,86.28183821192998
520.0,47.81147065181818
522.0,33.59918803880313
524.0,56.23617029850664
526.0,79.07724192351652
528.0,85.93274396667087
530.0,58.57551734158315
532.0,59.21987688795409
534.0,79.59703218780903
536.0,71.93708612689964
538.0,112.5236692587125
540.0,123.75325463512796
542.0,109.5005105401017
544.0,90.58383612392105
546.0,109.99842636440533
548.0,75.95508869162448
550.0,86.27084315946887
552.0,74.06192179592101
554.0,39.41153835076695
556.0,33.710756531786096
558.0,39.86137425535793
560.0,39.13060882093466
562.0,77.51315749291216
564.0,105.43998476004798
566.0,82.28367774733718
568.0,78.32427095365574
570.0,82.28200451771212
572.0,82.16855737849471
574.0,81.01226709555866
576.0,98.17476789063015
578.0,81.55131557638651
580.0,63.06719196414518
582.0,59.38502497917064
584.0,65.79887226363779
586.0,48.220425035804276
588.0,44.42336971336543
590.0,66.35845449754339
592.0,89.46654075991795
594.0,138.64766375513986
596.0,139.15671426817923
598.0,122.28947403364101
600.0,108.07777482118257
602.0,97.77972689787269
604.0,96.7843470396678
606.0,122.08408397685224
608.0,122.53638898361307
610.0,122.0893638788056
612.0,94.34321735302863
614.0,81.78868599988488
616.0,122.042529701039
618.0,135.477448142786
620.0,116.738376302499
622.0,104.97408293199145
624.0,107.58340348567717
626.0,95.44820739000214
628.0,105.19458666532714
630.0,122.99576219617902
632.0,113.60647302404283
634.0,112.14131979630592
636.0,125.28472202060563
638.0,155.15591174196436
640.0,167.64631844070527
642.0,156.55936221712244
644.0,172.5524491204344
646.0,153.95188572780833
648.0,112.45864685028185
650.0,146.01491545918827
652.0,155.35083294289393
654.0,94.61599370562693
656.0,106.78555717050958
658.0,111.8758726092128
660.0,106.65620673337887
662.0,106.45519746403501
664.0,133.61821669800983
666.0,147.17587674073567
668.0,190.3977666711977
670.0,279.4752010618988
672.0,342.04155446429223
674.0,412.80543530369215
676.0,588.9197944194716
678.0,964.8074779877859
680.0,1505.4882515916338
682.0,2034.0490463200674
684.0,2341.9235019653083
686.0,2296.1682899713496
688.0,1938.4879309853857
690.0,1451.9782201189446
692.0,1001.9045057854661
694.0,712.2022903772319
696.0,548.7166023144027
698.0,489.50494756703506
700.0,462.56610330481044
702.0,434.6263240385371
704.0,400.9949067955593
706.0,396.6650827356027
708.0,367.4971093406553
710.0,327.87987239310496
712.0,298.2217733710164
714.0,281.0887251692197
716.0,272.14302494974436
718.0,271.3221572768494
720.0,289.5765937695268
722.0,298.50714316872643
724.0,306.51777184214757
726.0,343.3807512192635
728.0,444.67840591552203
730.0,563.9094197788196
732.0,699.9949592263775
734.0,919.0509204178202
736.0,1223.3132031965133
738.0,1497.5142903946564
740.0,1618.7618116416752
742.0,1522.9316979841872
744.0,1251.024730422665
746.0,974.6423104722061
748.0,725.7131983401448
750.0,552.6235722604043
752.0,457.8318160220399
754.0,397.3784631271828
756.0,357.7916697085728
758.0,338.79534729118006
760.0,359.1237020296875
762.0,377.5769344562572
764.0,451.80458237246256
766.0,532.8163719595202
768.0,660.6007453390871
770.0,844.1700926619181
772.0,1076.5557298913589
774.0,1301.9936965512297
776.0,1384.6576646628328
778.0,1273.450016246096
780.0,1033.204600920759
782.0,794.8582576947097
784.0,602.4784304665421
786.0,475.69312785278964
788.0,395.33395498711985
790.0,348.5211797871676
792.0,289.5988881056834
794.0,257.6330796698573
796.0,258.6619846533916
798.0,257.1676127447596
800.0,236.82697987367177
802.0,211.17310921990213
804.0,222.02669938896008
806.0,262.60822866239187
808.0,309.0326996088177
810.0,316.8001533387747
812.0,369.2379522392751
814.0,382.97123884706156
816.0,369.2445224503602
818.0,434.6452545818289
820.0,366.30386800964874
822.0,274.08182298124996
824.0,236.91660947863022
826.0,203.1399662374174
828.0,193.20239245091608
830.0,141.60217135661318
832.0,116.0576375346548
834.0,140.074977732164
836.0,133.86531604415103
838.0,118.46656046318127
840.0,103.05385681364251
842.0,91.06273591606282
844.0,117.73116409497021
846.0,105.19493944605345
848.0,98.1636478634683
850.0,111.21581891210064
852.0,121.62360841169442
854.0,92.5042797621589
856.0,86.67924004136913
858.0,112.03466777132967
860.0,109.2187633467963
862.0,92.17988552846948
864.0,106.03061984930241
866.0,87.56915091937852
868.0,84.32338029091363
870.0,81.36257652069912
872.0,68.93242749758521
874.0,65.52696402273801
876.0,106.96781228756412
878.0,123.56964710433547
880.0,87.15900128135262
882.0,137.814771398014
884.0,124.53687103897627
886.0,84.3983756238491
888.0,63.00744992119597
890.0,69.82273383006951
892.0,123.11820868591934
894.0,100.95245067765069
896.0,60.459021907965266
898.0,86.95749066767485
900.0,94.12921141935509
902.0,94.9583298266865
904.0,88.0543785489773
906.0,79.06997937661907
908.0,109.14249089004808
910.0,111.70913546096618
912.0,93.05655306202051
914.0,67.75724270059068
916.0,39.60457863700969
918.0,80.9255208488196
920.0,84.80306396188263
922.0,90.69631810694219
924.0,86.49439213617707
926.0,32.52733847443399
928.0,106.98222361557924
930.0,94.25198545702237
932.0,55.1710210585254
934.0,114.65423195443927
936.0,76.13107465743191
938.0,45.22002422315485
940.0,71.86175415715519
942.0,85.07246977602959
944.0,94.2826981129692
946.0,138.5212009627078
948.0,154.8682663369371
950.0,168.35027657404441
952.0,186.4248756486559
954.0,177.21397498474084
956.0,178.9799724039118
958.0,191.4005167842402
960.0,203.37367139859214
962.0,190.4083326319745
964.0,169.03266189637216
966.0,129.77667813784717
968.0,100.01666894869412
970.0,132.50559491099557
972.0,173.34671519921656
974.0,180.6219404746078
976.0,189.05162170010772
978.0,216.97088608469357
980.0,249.07578697253092
982.0,213.35655038352937
984.0,217.89309947236745
986.0,217.48710908902297
988.0,186.84049787442106
990.0,213.60396294621685
992.0,218.15960338944296
994.0,221.70060284133615
996.0,243.90045665223437
